molecule_chembl_id,canonical_smiles,bioactivity_class,MolWt,MolLogP,NumHDonors,NumHAcceptors,pIC50
CHEMBL552832,Cl.O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccccc1,active,343.8980000000001,4.983500000000005,0,2,6.515700160653214
CHEMBL318517,CN(C)Cc1ccc(CSCCNc2cc(NCCCN3CCOCC3)c([N+](=O)[O-])cc2[N+](=O)[O-])o1,active,522.6280000000005,3.637100000000003,2,11,6.431798275933005
CHEMBL321808,CN(C)Cc1ccc(CSCCNc2nnccc2[N+](=O)[O-])o1,active,337.4050000000001,2.3847000000000005,1,8,6.327902142064283
CHEMBL106936,CN(C)Cc1ccc(CSCCNc2cc(NCc3ccccc3)c([N+](=O)[O-])cc2[N+](=O)[O-])o1,active,485.56600000000026,5.115000000000005,2,9,6.161150909262744
CHEMBL327135,CN(C)Cc1ccc(CSCCNc2cc(Oc3ccc([N+](=O)[O-])cc3)c([N+](=O)[O-])cc2[N+](=O)[O-])o1,active,517.5200000000002,5.203400000000005,1,11,6.568636235841013
CHEMBL75013,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)NCCCC2,active,376.5440000000002,5.309900000000005,1,3,6.301029995663981
CHEMBL314989,COc1cc2c(cc1OC)C(=O)C(CC1CC[N+](C)(Cc3ccccc3)CC1)C2,active,394.5350000000002,4.5057000000000045,0,3,7.6020599913279625
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,active,198.26899999999992,2.695800000000001,1,2,6.7447274948966935
CHEMBL542297,Cc1nc2cc(C(=O)CCC3CCN(Cc4ccccc4)CC3)ccc2[nH]1.Cl,active,397.95,5.168220000000006,1,3,7.920818753952375
CHEMBL87273,COc1cc2cc(C(=O)CCC3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC,active,438.6130000000001,5.938200000000007,0,4,8.096910013008056
CHEMBL86031,C[N+]1(Cc2ccccc2)CCC(CCC(=O)c2ccc3c(c2)OCCO3)CC1,active,380.50800000000015,4.4775000000000045,0,3,7.0
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,active,198.26899999999992,2.695800000000001,1,2,6.573488738635425
CHEMBL316973,CN(C)Cc1ccc(CSCCNc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])o1,active,380.4260000000001,3.502900000000002,1,8,6.698970004336019
CHEMBL313582,C[N+]1(Cc2ccccc2)CCC(CCC(=O)c2ccc3c(c2)CCCCO3)CC1,active,392.5630000000002,5.4214000000000055,0,2,6.856985199745905
CHEMBL108163,CN(C)Cc1ccc(CSCCNc2cc(Nc3ccccc3)c([N+](=O)[O-])cc2[N+](=O)[O-])o1,active,471.5390000000002,5.246500000000005,2,9,6.1938200260161125
CHEMBL611808,CC1=CC2Cc3nc(O)ccc3C3(C1)C2CCCN3C,inactive,270.376,2.8466000000000014,1,3,4.0
CHEMBL148882,CC(c1cccc(OC(=O)N(C)C)c1)N(C)C,active,236.31499999999997,2.369600000000001,0,3,7.522878745280337
CHEMBL544636,C#CCNC1CCc2ccc(OC(=O)N(C)CC)cc21.Cl,inactive,308.8089999999999,2.7690000000000015,1,3,4.327902142064283
CHEMBL151369,CCN(C)C(=O)Oc1cccc(CCNC)c1,inactive,236.31499999999997,1.8989999999999998,1,3,4.684029654543083
CHEMBL553498,C#CCNC1CCc2ccc(OC(=O)NCC)cc21.Cl,inactive,294.782,2.4268000000000014,2,3,4.863279432843593
CHEMBL545104,CCNC1CCc2ccc(OC(=O)N(C)C)cc21.Cl,inactive,284.787,2.7656000000000014,1,3,4.610833915635467
CHEMBL544635,C#CCNC1CCc2cccc(OC(=O)N(C)CC)c21.Cl,inactive,308.809,2.7690000000000015,1,3,3.279840696594043
CHEMBL554452,CN(C)C(=O)Oc1cccc2c1CCC2N.Cl,active,256.73299999999995,2.1148000000000002,1,3,8.045757490560675
CHEMBL555506,C#CCN(C)C1CCc2ccc(OC(=O)N(C)C)cc21.Cl,inactive,308.809,2.721100000000001,0,3,4.889410289700751
CHEMBL545333,CCN(C)C(=O)Oc1ccc2c(c1)C(NC)CC2.Cl,inactive,284.787,2.7656000000000014,1,3,4.413412695328245
CHEMBL1788299,C#CCN[C@@H]1CCc2ccc(OC(=O)N(C)CC)cc21.Cl,inactive,308.8089999999999,2.7690000000000015,1,3,4.497572880015567
CHEMBL151236,CCN(C)C(=O)Oc1cccc(CCN)c1,inactive,222.28799999999995,1.6382999999999999,1,3,4.449771646944906
CHEMBL343673,C#CCN(C)C(C)Cc1cccc(OC(=O)N(C)CCC)c1,inactive,302.41800000000006,3.023200000000002,0,3,4.480172006224281
CHEMBL545801,C#CCNC1CCc2ccc(OC(=O)N(C)c3ccc(OC)cc3)cc21.Cl,active,386.8790000000001,3.962300000000004,1,4,6.0655015487564325
CHEMBL147527,C#CCN(C)C(C)Cc1cccc(OC(=O)N(C)CC)c1,inactive,288.391,2.6331000000000007,0,3,3.630784142589857
CHEMBL555773,CCCCCCN(C)C(=O)Oc1ccc2c(c1)C(N)CC2.Cl,active,326.8680000000001,4.065300000000003,1,3,6.275724130399211
CHEMBL542018,CCNC(=O)Oc1ccc2c(c1)C(N)CC2.Cl,inactive,256.73299999999995,2.1627000000000005,2,3,4.752026733638194
CHEMBL357492,CCN(C)C(=O)Oc1ccc2c(c1)CC(N)CC2,inactive,248.32599999999994,1.9530999999999998,1,3,4.099086932262331
CHEMBL150638,C#CCN(C)CCc1cccc(OC(=O)N(C)C)c1,active,260.337,1.8545000000000003,0,3,6.070581074285707
CHEMBL151923,C#CCNC(C)Cc1cccc(OC(=O)N(C)CC)c1,inactive,274.364,2.2909000000000006,1,3,4.4698003017969175
CHEMBL151922,C#CCNC(C)Cc1cccc(OC(=O)N(C)CCC)c1,inactive,288.391,2.681000000000001,1,3,4.718966632752273
CHEMBL1788297,C#CCN(C)[C@@H]1CCc2ccc(OC(=O)N(C)CC)cc21.Cl,inactive,322.83599999999996,3.1112000000000024,0,3,2.9208187539523753
CHEMBL542749,CCN(C)C(=O)Oc1cccc2c1C(N)CC2.Cl,inactive,270.75999999999993,2.5049000000000006,1,3,4.978810700930062
CHEMBL544396,CCN(C)C(=O)Oc1cccc2c1CCC2N.Cl,active,270.75999999999993,2.5048999999999997,1,3,7.585026652029182
CHEMBL1788306,C#CCN[C@@H]1CCc2ccc(OC(=O)N(C)CCCC)cc21.Cl,inactive,336.863,3.549200000000003,1,3,4.935542010773082
CHEMBL151225,C#CCNC1CCc2ccc(OC(=O)N(C)CC)cc2C1,inactive,286.375,2.2172,1,3,3.6903698325741012
CHEMBL148771,C#CCC1CCCc2ccc(OC(=O)N(C)CC)cc21,inactive,271.36,3.580300000000002,0,2,4.280668713016273
CHEMBL347503,C#CCNCCc1cccc(OC(=O)N(C)C)c1,active,246.30999999999997,1.5123000000000002,1,3,6.657577319177793
CHEMBL542016,C#CCN(C)C1CCc2c(OC(=O)N(C)CC)cccc21.Cl,inactive,322.83599999999996,3.1112000000000024,0,3,4.826813731587726
CHEMBL545566,CCN(C)C(=O)Oc1ccc2c(c1)C(N)CC2.Cl,inactive,270.75999999999993,2.5049000000000006,1,3,4.721246399047171
CHEMBL543217,COc1ccc(N(C)C(=O)Oc2ccc3c(c2)C(N)CC3)cc1.Cl,active,348.8300000000001,3.698200000000002,1,4,6.522878745280337
CHEMBL554179,C#CCNC1CCc2c(OC(=O)N(C)C)cccc21.Cl,active,294.782,2.378900000000001,1,3,7.275724130399211
CHEMBL556147,CNC1CCc2cccc(OC(=O)N(C)C)c21.Cl,active,270.75999999999993,2.375500000000001,1,3,6.292429823902063
CHEMBL544398,CN(C)C(=O)Oc1cccc2c1CCC2N(C)C.Cl,active,284.7869999999999,2.717700000000002,0,3,7.886056647693163
CHEMBL555641,CN(C)C(=O)Oc1ccc2c(c1)C(N)CC2.Cl,active,256.73299999999995,2.1148000000000002,1,3,6.119186407719209
CHEMBL538071,CN(C)C(=O)Oc1cccc2c1C(N)CC2.Cl,active,256.73299999999995,2.1148000000000002,1,3,6.337242168318426
CHEMBL541363,C#CCN(C)C1CCc2cccc(OC(=O)N(C)CC)c21.Cl,inactive,322.83600000000007,3.1112000000000024,0,3,3.3575354797578787
CHEMBL347527,CNCCc1cccc(OC(=O)N(C)C)c1,active,222.28799999999995,1.5089000000000001,1,3,6.552841968657781
CHEMBL636,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,active,250.34199999999998,2.7597000000000014,0,3,6.036212172654444
CHEMBL2093014,C#CCN[C@H]1CCc2ccc(OC(=O)N(C)CC)cc21.Cl,inactive,308.8089999999999,2.7690000000000015,1,3,4.45717457304082
CHEMBL556161,C#CCNC1CCc2c(Cl)cc(OC(=O)N(C)CCC)cc21.Cl,inactive,357.2810000000001,3.812500000000003,1,3,4.357535479757878
CHEMBL151368,CN(C)CCc1cccc(OC(=O)N(C)C)c1,active,236.31499999999997,1.8511000000000002,0,3,6.795880017344075
CHEMBL2093013,C#CCN[C@@H]1CCc2ccc(OC(=O)N(C)CCC)cc21.Cl,inactive,322.83599999999996,3.1591000000000027,1,3,4.966576244513051
CHEMBL541885,C#CCNC1CCc2ccc(OC(=O)N(C)CCCC)cc21.Cl,inactive,336.863,3.549200000000003,1,3,4.94692155651658
CHEMBL147524,CN(C)C(=O)Oc1cccc(CCN)c1,active,208.26099999999994,1.2482000000000002,1,3,6.638272163982407
CHEMBL147031,C#CCNC(C)Cc1cccc(OC(=O)N(C)CCCC)c1,inactive,302.41800000000006,3.0711000000000013,1,3,4.913640169325252
CHEMBL544166,C#CCN(C)C1CCc2cccc(OC(=O)N(C)CCC)c21.Cl,inactive,336.8630000000001,3.5013000000000027,0,3,3.0
CHEMBL357953,C#CC(C)NCCc1cccc(OC(=O)N(C)CC)c1,inactive,274.364,2.2909000000000006,1,3,4.856985199745905
CHEMBL539571,C#CCNC1CCc2ccc(OC(=O)N(CC)CCCC)cc21.Cl,inactive,350.89000000000004,3.9393000000000034,1,3,4.140261433802853
CHEMBL450931,C#CCNCCc1cccc(OC(=O)N(C)CCC)c1,inactive,274.364,2.2925000000000004,1,3,4.8124792791635365
CHEMBL358026,C#CCNC(C)Cc1cccc(OC(=O)N(C)C)c1,active,260.337,1.9008,1,3,6.267606240177032
CHEMBL543216,C#CCNC1CCc2ccc(OC(=O)N(C)c3ccccc3)cc21.Cl,active,356.853,3.9537000000000035,1,3,6.259637310505756
CHEMBL554056,C#CCNC1CCc2ccc(OC(=O)N(CC)C3CCCCC3)cc21.Cl,inactive,376.92800000000017,4.471900000000005,1,3,4.747146969020107
CHEMBL544165,C#CCNC1CCc2c(Cl)cc(OC(=O)N(C)CC)cc21.Cl,inactive,343.2540000000001,3.4224000000000028,1,3,4.5934598195660445
CHEMBL542981,C#CCNC1CCc2cccc(OC(=O)N(C)CCC)c21.Cl,inactive,322.83600000000007,3.1591000000000027,1,3,4.33913452199613
CHEMBL545798,C#CCN(C)C1CCc2ccc(OC(=O)N(C)CCC)cc21.Cl,inactive,336.863,3.5013000000000027,0,3,3.0
CHEMBL541620,C#CCNC1CCc2ccc(OC(=S)N(C)CC)cc21.Cl,inactive,324.877,2.9339000000000017,1,3,3.3010299956639813
CHEMBL554055,C#CCN(C)C1CCc2ccc(OC(=O)N(C)CC)cc21.Cl,inactive,322.83599999999996,3.1112000000000024,0,3,2.886056647693163
CHEMBL555592,C#CCNC1CCc2ccc(OC(=O)N(C)CCC)cc21.Cl,inactive,322.83599999999996,3.1591000000000027,1,3,4.835647144215563
CHEMBL556028,C#CCNC1CCc2ccc(OC(=O)N(C)CCCCCC)cc21.Cl,inactive,364.9170000000001,4.329400000000005,1,3,4.804100347590766
CHEMBL151861,C#CC(C)NCCc1cccc(OC(=O)N(C)C)c1,active,260.337,1.9008,1,3,6.769551078621726
CHEMBL545797,C#CCN(CC)C1CCc2ccc(OC(=O)N(C)C)cc21.Cl,inactive,322.83599999999996,3.1112000000000024,0,3,4.747146969020107
CHEMBL543215,C#CCNC1CCc2ccc(OC(=O)N(C)C3CCCCC3)cc21.Cl,inactive,362.9010000000001,4.081800000000005,1,3,4.3851027839668655
CHEMBL545334,C#CCNC1CCc2ccc(OC(=S)N(C)C)cc21.Cl,inactive,310.84999999999997,2.5438000000000014,1,3,3.3010299956639813
CHEMBL151883,C#CCNCCc1cccc(OC(=O)N(C)CC)c1,inactive,260.33699999999993,1.9024,1,3,4.519993057042849
CHEMBL151559,C#CCN(C)CCc1cccc(OC(=O)N(C)CC)c1,inactive,274.364,2.2446,0,3,4.779891911959945
CHEMBL2368067,C/C=C(\C)C(=O)N[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)N(C)C)[C@@]4(C)CC[C@@H]32)[C@H]1O,inactive,442.6880000000002,4.937300000000006,2,3,4.519999959791458
CHEMBL13426,CN(C)Cc1ccc(CSCCCCCCCSCc2ccc(CN(C)C)o2)o1,active,438.70300000000015,6.112900000000007,0,6,6.214670164989233
CHEMBL418714,CN(C)Cc1ccc(CSCCCCCCCCSCc2ccc(CN(C)C)o2)o1,active,452.7300000000002,6.503000000000008,0,6,6.327902142064283
CHEMBL60380,CCCCNC(=O)Oc1ccc2c(c1)C1CCN(CC)C2C1,active,302.41800000000006,3.829100000000003,1,3,6.686132779630847
CHEMBL136933,C[C@@H]([C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](NC(=O)c5ccccc5)CC[C@]4(C)[C@H]3CC[C@]12C)N(C)C,inactive,450.71100000000035,6.394000000000007,1,2,4.539999925177879
CHEMBL136611,CN[C@@H](C)C1=CC[C@H]2[C@@H]3CC=C4C[C@@H](OC)CC[C@]4(C)[C@H]3CC[C@]12C,inactive,343.5550000000001,5.108400000000005,1,2,4.079999984911641
CHEMBL64633,CCCCCCNC(=O)Oc1ccc2c(c1)C1(C)CCN(CC)C2C1,active,344.4990000000002,4.783400000000004,1,3,6.876148359032914
CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,active,275.352,1.7739,1,4,6.892790030352131
CHEMBL433041,CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,active,359.5140000000002,4.114500000000003,1,4,6.958607314841775
CHEMBL413765,CCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(CC)[C@@H]1C2,active,344.4990000000002,4.263300000000004,1,3,7.698970004336019
CHEMBL12781,CN(C)Cc1ccc(CSCc2ccc(-c3ccc(CSCc4ccc(CN(C)C)o4)cc3)cc2)o1,active,520.7640000000002,7.529600000000008,0,6,6.7447274948966935
CHEMBL60379,CCN1CCC2CC1c1ccc(OC(=O)NC)cc12,active,260.337,2.6588000000000003,1,3,6.767003889607846
CHEMBL268499,CN(C)Cc1ccc(CSCCCCCCSCc2ccc(CN(C)C)o2)o1,active,424.67600000000016,5.7228000000000065,0,6,6.130768280269024
CHEMBL13206,CN(C)Cc1ccc(CSCCN/C=C(/NCCSCc2ccc(CN(C)C)o2)[N+](=O)[O-])o1,active,497.6870000000003,3.417200000000003,2,10,7.130768280269024
CHEMBL418712,CN(C)Cc1ccc(CSCCCCCCCCCSCc2ccc(CN(C)C)o2)o1,active,466.75700000000023,6.893100000000008,0,6,6.337242168318426
CHEMBL413039,CC(=O)O[C@H]1[C@@H](NC(=O)c2ccccc2)[C@@H](O)C[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@H](C)N(C)C)CC[C@H]4[C@@H]3CC[C@@H]12,inactive,524.7460000000005,4.906400000000005,2,5,3.6399999910458836
CHEMBL64529,CCCCCCCNC(=O)Oc1ccc2c(c1)C1CCN(C)C2C1,active,330.47200000000015,4.609300000000004,1,3,6.844663962534939
CHEMBL136135,C/C=C(\C)C(=O)NC1=CC[C@@]2(C)[C@@H](CC[C@H]3C4CC[C@H]([C@H](C)N(C)C)[C@@]4(C)CC[C@@H]32)C1=O,inactive,440.67200000000025,5.350600000000006,1,3,4.860000083248981
CHEMBL13522,CN(C)Cc1ccc(CSCc2ccc(CN(C)C)o2)o1,inactive,308.44700000000006,3.4292000000000025,0,5,4.356547323513812
CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,active,275.352,1.7739,1,4,7.366531544420414
CHEMBL13214,CN(C)Cc1ccc(CSCCNC(=O)NCCSCc2ccc(CN(C)C)o2)o1,inactive,454.66200000000026,3.4616000000000025,2,7,4.318758762624412
CHEMBL12937,CN(C)Cc1ccc(CSCCCCSCc2ccc(CN(C)C)o2)o1,active,396.6220000000001,4.942600000000005,0,6,6.6777807052660805
CHEMBL139424,C/C=C(\C)C(=O)N[C@@H]1C=C2CC[C@H]3[C@@H]4CC[C@H]([C@H](C)N(C)C)[C@@]4(C)CC[C@@H]3[C@@]2(C)C[C@@H]1O,inactive,442.6880000000003,4.937300000000006,2,3,4.800000052738446
CHEMBL343054,C/C=C(\C)C(=O)N[C@@H]1[C@H](OC(C)=O)[C@@H]2CC[C@H]3C4=CC[C@H]([C@H](C)N(C)C)[C@@]4(C)CC[C@@H]3[C@@]2(C)C[C@@H]1O,inactive,500.72400000000033,4.478900000000005,2,5,4.210000001311122
CHEMBL292421,CCCCCCCNC(=O)Oc1ccc2c(c1)C1CCN(CC)C2C1,active,344.4990000000002,4.999400000000005,1,3,6.772113295386326
CHEMBL343365,C[C@@H]([C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](NC(=O)c5ccccc5)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C)N(C)C,inactive,466.7100000000003,5.364800000000005,2,3,4.110000009303415
CHEMBL12858,CN(C)Cc1ccc(CSCCNC(=NC#N)NCCSCc2ccc(CN(C)C)o2)o1,active,478.6880000000003,3.1786800000000017,2,8,6.5376020021010435
CHEMBL13166,CN(C)Cc1ccc(CSCCCCCSCc2ccc(CN(C)C)o2)o1,active,410.64900000000017,5.332700000000005,0,6,6.045757490560675
CHEMBL13122,CN(C)Cc1ccc(CSCCNc2cc(NCCSCc3ccc(CN(C)C)o3)c([N+](=O)[O-])cc2[N+](=O)[O-])o1,active,592.7440000000004,5.502800000000005,2,12,7.552841968657781
CHEMBL137721,CN[C@H]1CC[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@]2(C)C([C@H](C)N(C)C)=CC[C@@H]32)C1,inactive,358.61400000000015,5.103500000000006,1,2,4.6899999882307535
CHEMBL342245,C/C=C(\C)C(=O)N[C@H]1C(OC(C)=O)C[C@@]2(C)C(CC[C@H]3C4CC=C([C@H](C)N(C)C)[C@@]4(C)CC[C@@H]32)[C@H]1OC(C)=O,inactive,542.7610000000003,5.049700000000005,1,6,4.300000029139088
CHEMBL275537,CN(C)Cc1ccc(CSCCCSCc2ccc(CN(C)C)o2)o1,active,382.5950000000001,4.552500000000005,0,6,6.481486060122113
CHEMBL409854,C[C@@H]([C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](N(C)C(=O)/C=C/c5ccccc5)CC[C@]4(C)[C@H]3CC[C@]12C)N(C)C,inactive,490.77600000000035,7.135800000000009,0,2,4.70999991085297
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,active,198.26899999999992,2.695800000000001,1,2,6.7447274948966935
CHEMBL337494,C/C=C(\C)C(=O)N[C@@H]1[C@H](O)C2CC[C@H]3C4=CC[C@H]([C@H](C)N(C)C)[C@@]4(C)CC[C@@H]3[C@@]2(C)C[C@@H]1O,inactive,458.6870000000003,3.9081000000000032,3,4,4.480000028175458
CHEMBL13308,CN(C)Cc1ccc(CSCCSCc2ccc(CN(C)C)o2)o1,active,368.5680000000001,4.162400000000003,0,6,6.301029995663981
CHEMBL344384,C[C@@H]([C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](N(C)C)CC[C@]4(C)[C@H]3CC[C@]12C)N(C)C,inactive,372.64100000000013,5.445700000000007,0,2,4.399999967876858
CHEMBL136765,CC(=O)N(C)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](N(C)C)CC[C@]4(C)[C@H]3CC[C@]12C,inactive,400.6510000000003,5.362400000000005,0,2,4.70000006855703
CHEMBL140241,CO[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C([C@H](C)N(C)C=O)=CC[C@@H]32)C1,inactive,371.5650000000001,4.977200000000005,0,2,4.3100000171743025
CHEMBL422098,CC(=O)N[C@H]1CC[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)N(C)C)CC[C@@H]32)C1,inactive,388.64000000000016,5.100100000000006,1,2,4.159999981744464
CHEMBL434042,CC(=O)N(C)[C@H]1CC[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)N(C)C)CC[C@@H]32)C1,inactive,402.6670000000002,5.442300000000006,0,2,4.149999990420336
CHEMBL136052,CC(=O)N(C)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](N(C)C)CC[C@]4(C)[C@H]3CC[C@]12C,inactive,402.66700000000026,5.442300000000006,0,2,4.300000029139088
CHEMBL413549,CCCCCCNC(=O)Oc1ccc2c(c1)C1CCN(CC)C2C1,active,330.47200000000015,4.609300000000004,1,3,6.903089986991944
CHEMBL12472,CN(C)Cc1ccc(CSCc2ccc(CSCc3ccc(CN(C)C)o3)cc2)o1,active,444.6660000000002,5.862600000000007,0,6,6.585026652029182
CHEMBL421920,C/C=C(\C)C(=O)N[C@@H]1[C@H](OC(C)=O)[C@@H]2CC[C@@H]3[C@H](CC[C@]4(C)[C@@H]([C@H](C)N(C)C)CC[C@@H]34)[C@@]2(C)C[C@@H]1O,inactive,502.74000000000035,4.558800000000005,2,5,3.739999990121752
CHEMBL302168,CCCCCCCNC(=O)Oc1ccc2c(c1)C1(C)CCN(CC)C2C1,active,358.52600000000024,5.173500000000005,1,3,6.798602875679548
CHEMBL61274,CCCCCCNC(=O)Oc1ccc2c(c1)C1CCN(C)C2C1,active,316.4450000000001,4.219200000000003,1,3,7.142667503568731
CHEMBL136686,CO[C@@H]1CC2=CC[C@@H]3[C@H](CC[C@]4(C)C([C@H](C)N(C)C)=CC[C@@H]34)[C@@]2(C)C[C@@H]1O,inactive,373.58100000000013,4.421400000000005,1,3,3.6000000054478725
CHEMBL342394,CO[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)N(C)C)[C@@]4(C)CC[C@@H]32)C1,inactive,359.5980000000002,5.530500000000006,0,2,4.3700000191416315
CHEMBL338755,CN(CCCNc1c2c(nc3ccccc13)CCCC2)CCCNc1c2c(nc3ccccc13)CCCC2,active,507.72600000000045,6.776600000000006,2,5,9.522878745280337
CHEMBL362444,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCOC1N2C,active,262.30899999999997,1.8587,1,4,7.568636235841013
CHEMBL367795,CCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCOC1N2C,active,276.33599999999996,2.2488,1,4,7.086186147616283
CHEMBL362049,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCOC1N2C,active,338.4070000000001,4.059820000000003,1,4,7.886056647693163
CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,active,275.352,1.7739,1,4,7.552841968657781
CHEMBL361409,CCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C,active,289.37899999999996,2.1640000000000006,1,4,7.026872146400302
CHEMBL300143,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C,active,351.4500000000001,3.9750200000000033,1,4,8.0
CHEMBL417915,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)C2N3C)cc1,active,379.50400000000013,4.7900000000000045,1,4,6.119186407719209
CHEMBL369554,CCNC(=O)Oc1ccc2c(c1)C1(C)CCOC1O2,active,263.29299999999995,2.1914,1,4,6.443697499232712
CHEMBL178770,Cc1ccccc1NC(=O)Oc1ccc2c(c1)C1(C)CCOC1O2,active,325.3640000000001,4.0024200000000025,1,4,7.638272163982407
CHEMBL362704,CCNC(=O)Oc1ccc2c(c1)C1(C)COC(C1)O2,active,263.29299999999995,2.1914,1,4,6.080921907623926
CHEMBL178294,Cc1ccccc1NC(=O)Oc1ccc2c(c1)C1(C)COC(C1)O2,active,325.3640000000001,4.002420000000003,1,4,7.251811972993799
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,active,198.26899999999992,2.695800000000001,1,2,6.721246399047171
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,active,379.50000000000017,4.361100000000004,0,4,7.657577319177793
CHEMBL659,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,active,287.35900000000004,1.8503,1,4,6.096910013008056
CHEMBL74926,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)[C@@H]12,active,337.42300000000006,3.6666000000000025,1,4,7.657577319177793
CHEMBL539624,CCc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CC[N+](C)([O-])[C@@H]1N2C.Cl,active,417.9370000000002,4.6634000000000055,1,4,6.903089986991944
CHEMBL433041,CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,active,359.5140000000002,4.114500000000003,1,4,7.657577319177793
CHEMBL1255901,C/C=C1\[C@H]2C=C(C)C[C@@]1(N)c1ccc(=O)[nH]c1C2,active,242.32199999999997,1.9975,2,2,7.327902142064283
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,active,198.26899999999992,2.695800000000001,1,2,6.372634143407267
CHEMBL345124,CC[N+](C)(CC)CCC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21.[I-].[I-],inactive,668.4050000000002,-1.0035999999999945,2,2,4.490797477668897
CHEMBL11805,COc1ccccc1CN(C)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(C)Cc1ccccc1OC,active,666.9920000000003,7.64580000000001,0,6,6.769551078621726
CHEMBL179455,Nc1ccc2c(c1)c(-c1ccccc1)[n+](CCCNCCCNCCCNc1c3c(nc4ccccc14)CCCC3)c1cc(N)ccc21,active,638.884,7.000500000000006,5,6,8.809668301829708
CHEMBL361165,COc1ccccc1CN(C)CCCN(C)CCCNCCC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21,active,605.851,5.944200000000005,3,6,6.021363051615525
CHEMBL535812,CCC1=CC2Cc3nc4ccccc4c(NCCCCCCCCNc4c5c(nc6ccccc46)CCCC5)c3C(C1)C2.Cl.Cl,active,645.7630000000003,10.756099999999988,2,4,9.086186147616283
CHEMBL183507,COc1ccc(-c2cc3c(c(=O)o2)C[C@@]2(O)[C@@]4(C)C(=O)[C@@]5(OC)C(=O)O[C@]4(CC[C@@]2(C)O3)C5(C)C)cc1,active,510.5390000000004,2.829900000000001,1,9,6.638272163982407
CHEMBL424984,COc1ccc(-c2cc3c(c(=O)o2)C[C@@]2(O)[C@@]4(C)C=CC(=O)C(C)(C)[C@@]4(O)CC[C@@]2(C)O3)cc1,active,466.53000000000026,3.4364000000000026,2,7,7.045757490560675
CHEMBL183813,COc1ccc(-c2cc3c(c(=O)o2)C[C@@]2(O)[C@@]4(C)CCC(=O)C(C)(C)[C@@]4(O)CC[C@@]2(C)O3)cc1,active,468.54600000000033,3.6604000000000028,2,7,7.221848749616356
